candidate_id,metric_id,metric_layer,L1_RAW_FACT,L2_DERIVED_METRIC,L3_EXPERT_SCORE_RAW,L3_CAPPED_SCORE,L4_EVIDENCE_STATUS,score_cap,capped,source_ids
P-007,M06,SELLER_OFFER,"наблюдение показателя «Индекс полноты и продолжительности гарантийного обслуживания.» в датированном первичном источнике","нормировано по рубрике 0/2/4/6/8/10, вес 0.13",10,4,OWNER_REPORTED,4,1,"SRC-P-007-01"
P-007,M07,SELLER_OFFER,"","",,,NOT_ESTABLISHED,,0,""
P-007,M08,PRODUCT_HARDWARE,"","",,,NOT_ESTABLISHED,,0,""
P-008,M01,PRODUCT_HARDWARE,"наблюдение показателя «Соотношение мощности двигателя к общей массе минитрактора, влияющее на тяговое усилие и производительность.» в датированном первичном источнике","нормировано по рубрике 0/2/4/6/8/10, вес 0.15",10,4,OWNER_REPORTED,4,1,"SRC-P-008-01"
P-008,M02,PRODUCT_HARDWARE,"наблюдение показателя «Эффективность работы вала отбора мощности, критичная для агрегатирования навесного оборудования.» в датированном первичном источнике","нормировано по рубрике 0/2/4/6/8/10, вес 0.12",10,4,OWNER_REPORTED,4,1,"SRC-P-008-01"
P-008,M03,PRODUCT_HARDWARE,"наблюдение показателя «Производительность гидравлической системы для работы с навесным оборудованием.» в датированном первичном источнике","нормировано по рубрике 0/2/4/6/8/10, вес 0.18",10,4,OWNER_REPORTED,4,1,"SRC-P-008-01"
P-008,M04,PRODUCT_HARDWARE,"наблюдение показателя «Индекс экономичности расхода топлива на единицу произведенной работы.» в датированном первичном источнике","нормировано по рубрике 0/2/4/6/8/10, вес 0.17",10,4,OWNER_REPORTED,4,1,"SRC-P-008-01"
P-008,M05,PRODUCT_HARDWARE,"наблюдение показателя «Оценка доступности и распространенности запасных частей для данной модели на рынке.» в датированном первичном источнике","нормировано по рубрике 0/2/4/6/8/10, вес 0.15",10,4,OWNER_REPORTED,4,1,"SRC-P-008-01"
P-008,M06,SELLER_OFFER,"наблюдение показателя «Индекс полноты и продолжительности гарантийного обслуживания.» в датированном первичном источнике","нормировано по рубрике 0/2/4/6/8/10, вес 0.13",2,2,OWNER_REPORTED,4,0,"SRC-P-008-01"
P-008,M07,SELLER_OFFER,"","",,,NOT_ESTABLISHED,,0,""
P-008,M08,PRODUCT_HARDWARE,"","",,,NOT_ESTABLISHED,,0,""
P-009,M01,PRODUCT_HARDWARE,"наблюдение показателя «Соотношение мощности двигателя к общей массе минитрактора, влияющее на тяговое усилие и производительность.» в датированном первичном источнике","нормировано по рубрике 0/2/4/6/8/10, вес 0.15",10,4,OWNER_REPORTED,4,1,"SRC-P-009-01"
P-009,M02,PRODUCT_HARDWARE,"наблюдение показателя «Эффективность работы вала отбора мощности, критичная для агрегатирования навесного оборудования.» в датированном первичном источнике","нормировано по рубрике 0/2/4/6/8/10, вес 0.12",10,4,OWNER_REPORTED,4,1,"SRC-P-009-01"
P-009,M03,PRODUCT_HARDWARE,"наблюдение показателя «Производительность гидравлической системы для работы с навесным оборудованием.» в датированном первичном источнике","нормировано по рубрике 0/2/4/6/8/10, вес 0.18",10,4,OWNER_REPORTED,4,1,"SRC-P-009-01"
P-009,M04,PRODUCT_HARDWARE,"наблюдение показателя «Индекс экономичности расхода топлива на единицу произведенной работы.» в датированном первичном источнике","нормировано по рубрике 0/2/4/6/8/10, вес 0.17",10,4,OWNER_REPORTED,4,1,"SRC-P-009-01"
P-009,M05,PRODUCT_HARDWARE,"наблюдение показателя «Оценка доступности и распространенности запасных частей для данной модели на рынке.» в датированном первичном источнике","нормировано по рубрике 0/2/4/6/8/10, вес 0.15",10,4,OWNER_REPORTED,4,1,"SRC-P-009-01"
P-009,M06,SELLER_OFFER,"наблюдение показателя «Индекс полноты и продолжительности гарантийного обслуживания.» в датированном первичном источнике","нормировано по рубрике 0/2/4/6/8/10, вес 0.13",2,2,OWNER_REPORTED,4,0,"SRC-P-009-01"
P-009,M07,SELLER_OFFER,"","",,,NOT_ESTABLISHED,,0,""
P-009,M08,PRODUCT_HARDWARE,"","",,,NOT_ESTABLISHED,,0,""
P-010,M01,PRODUCT_HARDWARE,"наблюдение показателя «Соотношение мощности двигателя к общей массе минитрактора, влияющее на тяговое усилие и производительность.» в датированном первичном источнике","нормировано по рубрике 0/2/4/6/8/10, вес 0.15",10,4,OWNER_REPORTED,4,1,"SRC-P-010-01"
P-010,M02,PRODUCT_HARDWARE,"наблюдение показателя «Эффективность работы вала отбора мощности, критичная для агрегатирования навесного оборудования.» в датированном первичном источнике","нормировано по рубрике 0/2/4/6/8/10, вес 0.12",10,4,OWNER_REPORTED,4,1,"SRC-P-010-01"
P-010,M03,PRODUCT_HARDWARE,"наблюдение показателя «Производительность гидравлической системы для работы с навесным оборудованием.» в датированном первичном источнике","нормировано по рубрике 0/2/4/6/8/10, вес 0.18",10,4,OWNER_REPORTED,4,1,"SRC-P-010-01"
P-010,M04,PRODUCT_HARDWARE,"наблюдение показателя «Индекс экономичности расхода топлива на единицу произведенной работы.» в датированном первичном источнике","нормировано по рубрике 0/2/4/6/8/10, вес 0.17",10,4,OWNER_REPORTED,4,1,"SRC-P-010-01"
P-010,M05,PRODUCT_HARDWARE,"наблюдение показателя «Оценка доступности и распространенности запасных частей для данной модели на рынке.» в датированном первичном источнике","нормировано по рубрике 0/2/4/6/8/10, вес 0.15",10,4,OWNER_REPORTED,4,1,"SRC-P-010-01"
P-010,M06,SELLER_OFFER,"наблюдение показателя «Индекс полноты и продолжительности гарантийного обслуживания.» в датированном первичном источнике","нормировано по рубрике 0/2/4/6/8/10, вес 0.13",2,2,OWNER_REPORTED,4,0,"SRC-P-010-01"
P-010,M07,SELLER_OFFER,"","",,,NOT_ESTABLISHED,,0,""
P-010,M08,PRODUCT_HARDWARE,"","",,,NOT_ESTABLISHED,,0,""
