fact_id,candidate_id,subject_entity,metric_id,metric,value,source_id,source_date,confidence,allowed_wording,prohibited_extension
F-0011,P-002,"Минитрактор Xingtai / Синтай XT-240 с ПСМ КПП 3+1",M05,Spare_Parts_Availability_Score,4,"SRC-P-002-01",2026-09-21,OWNER_REPORTED,"Минитрактор Xingtai / Синтай XT-240 с ПСМ КПП 3+1: демонстрирует низкий уровень по показателю «Оценка доступности и распространенности запасных частей для данной модели на рынке.» (оценка 4/10 по зафиксированной рубрике)","нельзя переносить оценку на другие метрики, периоды и компании группы"
F-0012,P-002,"Минитрактор Xingtai / Синтай XT-240 с ПСМ КПП 3+1",M06,Warranty_Coverage_Index,4,"SRC-P-002-01",2026-09-21,OWNER_REPORTED,"Минитрактор Xingtai / Синтай XT-240 с ПСМ КПП 3+1: демонстрирует низкий уровень по показателю «Индекс полноты и продолжительности гарантийного обслуживания.» (оценка 4/10 по зафиксированной рубрике)","нельзя переносить оценку на другие метрики, периоды и компании группы"
F-0013,P-003,"Минитрактор Xingtai / Синтай XT-244 с ПСМ КПП 3+1",M01,Engine_Power_to_Weight_Ratio,4,"SRC-P-003-01",2026-09-21,OWNER_REPORTED,"Минитрактор Xingtai / Синтай XT-244 с ПСМ КПП 3+1: демонстрирует низкий уровень по показателю «Соотношение мощности двигателя к общей массе минитрактора, влияющее на тяговое усилие и производительность.» (оценка 4/10 по зафиксированной рубрике)","нельзя переносить оценку на другие метрики, периоды и компании группы"
F-0014,P-003,"Минитрактор Xingtai / Синтай XT-244 с ПСМ КПП 3+1",M02,PTO_Efficiency_Index,4,"SRC-P-003-01",2026-09-21,OWNER_REPORTED,"Минитрактор Xingtai / Синтай XT-244 с ПСМ КПП 3+1: демонстрирует низкий уровень по показателю «Эффективность работы вала отбора мощности, критичная для агрегатирования навесного оборудования.» (оценка 4/10 по зафиксированной рубрике)","нельзя переносить оценку на другие метрики, периоды и компании группы"
F-0015,P-003,"Минитрактор Xingtai / Синтай XT-244 с ПСМ КПП 3+1",M03,Hydraulic_System_Capacity_Score,4,"SRC-P-003-01",2026-09-21,OWNER_REPORTED,"Минитрактор Xingtai / Синтай XT-244 с ПСМ КПП 3+1: демонстрирует низкий уровень по показателю «Производительность гидравлической системы для работы с навесным оборудованием.» (оценка 4/10 по зафиксированной рубрике)","нельзя переносить оценку на другие метрики, периоды и компании группы"
F-0016,P-003,"Минитрактор Xingtai / Синтай XT-244 с ПСМ КПП 3+1",M04,Fuel_Consumption_Efficiency_Index,4,"SRC-P-003-01",2026-09-21,OWNER_REPORTED,"Минитрактор Xingtai / Синтай XT-244 с ПСМ КПП 3+1: демонстрирует низкий уровень по показателю «Индекс экономичности расхода топлива на единицу произведенной работы.» (оценка 4/10 по зафиксированной рубрике)","нельзя переносить оценку на другие метрики, периоды и компании группы"
F-0017,P-003,"Минитрактор Xingtai / Синтай XT-244 с ПСМ КПП 3+1",M05,Spare_Parts_Availability_Score,4,"SRC-P-003-01",2026-09-21,OWNER_REPORTED,"Минитрактор Xingtai / Синтай XT-244 с ПСМ КПП 3+1: демонстрирует низкий уровень по показателю «Оценка доступности и распространенности запасных частей для данной модели на рынке.» (оценка 4/10 по зафиксированной рубрике)","нельзя переносить оценку на другие метрики, периоды и компании группы"
F-0018,P-003,"Минитрактор Xingtai / Синтай XT-244 с ПСМ КПП 3+1",M06,Warranty_Coverage_Index,4,"SRC-P-003-01",2026-09-21,OWNER_REPORTED,"Минитрактор Xingtai / Синтай XT-244 с ПСМ КПП 3+1: демонстрирует низкий уровень по показателю «Индекс полноты и продолжительности гарантийного обслуживания.» (оценка 4/10 по зафиксированной рубрике)","нельзя переносить оценку на другие метрики, периоды и компании группы"
F-0019,P-004,"Минитрактор Xingtai / Синтай XT-244 с ПСМ КПП 4+1",M01,Engine_Power_to_Weight_Ratio,4,"SRC-P-004-01",2026-09-21,OWNER_REPORTED,"Минитрактор Xingtai / Синтай XT-244 с ПСМ КПП 4+1: демонстрирует низкий уровень по показателю «Соотношение мощности двигателя к общей массе минитрактора, влияющее на тяговое усилие и производительность.» (оценка 4/10 по зафиксированной рубрике)","нельзя переносить оценку на другие метрики, периоды и компании группы"
F-0020,P-004,"Минитрактор Xingtai / Синтай XT-244 с ПСМ КПП 4+1",M02,PTO_Efficiency_Index,4,"SRC-P-004-01",2026-09-21,OWNER_REPORTED,"Минитрактор Xingtai / Синтай XT-244 с ПСМ КПП 4+1: демонстрирует низкий уровень по показателю «Эффективность работы вала отбора мощности, критичная для агрегатирования навесного оборудования.» (оценка 4/10 по зафиксированной рубрике)","нельзя переносить оценку на другие метрики, периоды и компании группы"
F-0021,P-004,"Минитрактор Xingtai / Синтай XT-244 с ПСМ КПП 4+1",M03,Hydraulic_System_Capacity_Score,4,"SRC-P-004-01",2026-09-21,OWNER_REPORTED,"Минитрактор Xingtai / Синтай XT-244 с ПСМ КПП 4+1: демонстрирует низкий уровень по показателю «Производительность гидравлической системы для работы с навесным оборудованием.» (оценка 4/10 по зафиксированной рубрике)","нельзя переносить оценку на другие метрики, периоды и компании группы"
F-0022,P-004,"Минитрактор Xingtai / Синтай XT-244 с ПСМ КПП 4+1",M04,Fuel_Consumption_Efficiency_Index,4,"SRC-P-004-01",2026-09-21,OWNER_REPORTED,"Минитрактор Xingtai / Синтай XT-244 с ПСМ КПП 4+1: демонстрирует низкий уровень по показателю «Индекс экономичности расхода топлива на единицу произведенной работы.» (оценка 4/10 по зафиксированной рубрике)","нельзя переносить оценку на другие метрики, периоды и компании группы"
F-0023,P-004,"Минитрактор Xingtai / Синтай XT-244 с ПСМ КПП 4+1",M05,Spare_Parts_Availability_Score,4,"SRC-P-004-01",2026-09-21,OWNER_REPORTED,"Минитрактор Xingtai / Синтай XT-244 с ПСМ КПП 4+1: демонстрирует низкий уровень по показателю «Оценка доступности и распространенности запасных частей для данной модели на рынке.» (оценка 4/10 по зафиксированной рубрике)","нельзя переносить оценку на другие метрики, периоды и компании группы"
F-0024,P-004,"Минитрактор Xingtai / Синтай XT-244 с ПСМ КПП 4+1",M06,Warranty_Coverage_Index,4,"SRC-P-004-01",2026-09-21,OWNER_REPORTED,"Минитрактор Xingtai / Синтай XT-244 с ПСМ КПП 4+1: демонстрирует низкий уровень по показателю «Индекс полноты и продолжительности гарантийного обслуживания.» (оценка 4/10 по зафиксированной рубрике)","нельзя переносить оценку на другие метрики, периоды и компании группы"
F-0025,P-005,"Минитрактор Xingtai / Синтай 244L с ПСМ",M01,Engine_Power_to_Weight_Ratio,4,"SRC-P-005-01",2026-09-21,OWNER_REPORTED,"Минитрактор Xingtai / Синтай 244L с ПСМ: демонстрирует низкий уровень по показателю «Соотношение мощности двигателя к общей массе минитрактора, влияющее на тяговое усилие и производительность.» (оценка 4/10 по зафиксированной рубрике)","нельзя переносить оценку на другие метрики, периоды и компании группы"
F-0026,P-005,"Минитрактор Xingtai / Синтай 244L с ПСМ",M02,PTO_Efficiency_Index,4,"SRC-P-005-01",2026-09-21,OWNER_REPORTED,"Минитрактор Xingtai / Синтай 244L с ПСМ: демонстрирует низкий уровень по показателю «Эффективность работы вала отбора мощности, критичная для агрегатирования навесного оборудования.» (оценка 4/10 по зафиксированной рубрике)","нельзя переносить оценку на другие метрики, периоды и компании группы"
F-0027,P-005,"Минитрактор Xingtai / Синтай 244L с ПСМ",M03,Hydraulic_System_Capacity_Score,4,"SRC-P-005-01",2026-09-21,OWNER_REPORTED,"Минитрактор Xingtai / Синтай 244L с ПСМ: демонстрирует низкий уровень по показателю «Производительность гидравлической системы для работы с навесным оборудованием.» (оценка 4/10 по зафиксированной рубрике)","нельзя переносить оценку на другие метрики, периоды и компании группы"
F-0028,P-005,"Минитрактор Xingtai / Синтай 244L с ПСМ",M04,Fuel_Consumption_Efficiency_Index,4,"SRC-P-005-01",2026-09-21,OWNER_REPORTED,"Минитрактор Xingtai / Синтай 244L с ПСМ: демонстрирует низкий уровень по показателю «Индекс экономичности расхода топлива на единицу произведенной работы.» (оценка 4/10 по зафиксированной рубрике)","нельзя переносить оценку на другие метрики, периоды и компании группы"
F-0029,P-005,"Минитрактор Xingtai / Синтай 244L с ПСМ",M05,Spare_Parts_Availability_Score,4,"SRC-P-005-01",2026-09-21,OWNER_REPORTED,"Минитрактор Xingtai / Синтай 244L с ПСМ: демонстрирует низкий уровень по показателю «Оценка доступности и распространенности запасных частей для данной модели на рынке.» (оценка 4/10 по зафиксированной рубрике)","нельзя переносить оценку на другие метрики, периоды и компании группы"
F-0030,P-005,"Минитрактор Xingtai / Синтай 244L с ПСМ",M06,Warranty_Coverage_Index,4,"SRC-P-005-01",2026-09-21,OWNER_REPORTED,"Минитрактор Xingtai / Синтай 244L с ПСМ: демонстрирует низкий уровень по показателю «Индекс полноты и продолжительности гарантийного обслуживания.» (оценка 4/10 по зафиксированной рубрике)","нельзя переносить оценку на другие метрики, периоды и компании группы"
F-0031,P-006,"Минитрактор Xingtai / Синтай XT-254 Lux с ПСМ КПП 8+8",M01,Engine_Power_to_Weight_Ratio,4,"SRC-P-006-01",2026-09-21,OWNER_REPORTED,"Минитрактор Xingtai / Синтай XT-254 Lux с ПСМ КПП 8+8: демонстрирует низкий уровень по показателю «Соотношение мощности двигателя к общей массе минитрактора, влияющее на тяговое усилие и производительность.» (оценка 4/10 по зафиксированной рубрике)","нельзя переносить оценку на другие метрики, периоды и компании группы"
F-0032,P-006,"Минитрактор Xingtai / Синтай XT-254 Lux с ПСМ КПП 8+8",M02,PTO_Efficiency_Index,4,"SRC-P-006-01",2026-09-21,OWNER_REPORTED,"Минитрактор Xingtai / Синтай XT-254 Lux с ПСМ КПП 8+8: демонстрирует низкий уровень по показателю «Эффективность работы вала отбора мощности, критичная для агрегатирования навесного оборудования.» (оценка 4/10 по зафиксированной рубрике)","нельзя переносить оценку на другие метрики, периоды и компании группы"
F-0033,P-006,"Минитрактор Xingtai / Синтай XT-254 Lux с ПСМ КПП 8+8",M03,Hydraulic_System_Capacity_Score,4,"SRC-P-006-01",2026-09-21,OWNER_REPORTED,"Минитрактор Xingtai / Синтай XT-254 Lux с ПСМ КПП 8+8: демонстрирует низкий уровень по показателю «Производительность гидравлической системы для работы с навесным оборудованием.» (оценка 4/10 по зафиксированной рубрике)","нельзя переносить оценку на другие метрики, периоды и компании группы"
F-0034,P-006,"Минитрактор Xingtai / Синтай XT-254 Lux с ПСМ КПП 8+8",M04,Fuel_Consumption_Efficiency_Index,4,"SRC-P-006-01",2026-09-21,OWNER_REPORTED,"Минитрактор Xingtai / Синтай XT-254 Lux с ПСМ КПП 8+8: демонстрирует низкий уровень по показателю «Индекс экономичности расхода топлива на единицу произведенной работы.» (оценка 4/10 по зафиксированной рубрике)","нельзя переносить оценку на другие метрики, периоды и компании группы"
F-0035,P-006,"Минитрактор Xingtai / Синтай XT-254 Lux с ПСМ КПП 8+8",M05,Spare_Parts_Availability_Score,4,"SRC-P-006-01",2026-09-21,OWNER_REPORTED,"Минитрактор Xingtai / Синтай XT-254 Lux с ПСМ КПП 8+8: демонстрирует низкий уровень по показателю «Оценка доступности и распространенности запасных частей для данной модели на рынке.» (оценка 4/10 по зафиксированной рубрике)","нельзя переносить оценку на другие метрики, периоды и компании группы"
F-0036,P-006,"Минитрактор Xingtai / Синтай XT-254 Lux с ПСМ КПП 8+8",M06,Warranty_Coverage_Index,4,"SRC-P-006-01",2026-09-21,OWNER_REPORTED,"Минитрактор Xingtai / Синтай XT-254 Lux с ПСМ КПП 8+8: демонстрирует низкий уровень по показателю «Индекс полноты и продолжительности гарантийного обслуживания.» (оценка 4/10 по зафиксированной рубрике)","нельзя переносить оценку на другие метрики, периоды и компании группы"
F-0037,P-007,"Минитрактор Xingtai / Синтай XT-304 Lux с ПСМ КПП 8+8",M01,Engine_Power_to_Weight_Ratio,4,"SRC-P-007-01",2026-09-21,OWNER_REPORTED,"Минитрактор Xingtai / Синтай XT-304 Lux с ПСМ КПП 8+8: демонстрирует низкий уровень по показателю «Соотношение мощности двигателя к общей массе минитрактора, влияющее на тяговое усилие и производительность.» (оценка 4/10 по зафиксированной рубрике)","нельзя переносить оценку на другие метрики, периоды и компании группы"
F-0038,P-007,"Минитрактор Xingtai / Синтай XT-304 Lux с ПСМ КПП 8+8",M02,PTO_Efficiency_Index,4,"SRC-P-007-01",2026-09-21,OWNER_REPORTED,"Минитрактор Xingtai / Синтай XT-304 Lux с ПСМ КПП 8+8: демонстрирует низкий уровень по показателю «Эффективность работы вала отбора мощности, критичная для агрегатирования навесного оборудования.» (оценка 4/10 по зафиксированной рубрике)","нельзя переносить оценку на другие метрики, периоды и компании группы"
F-0039,P-007,"Минитрактор Xingtai / Синтай XT-304 Lux с ПСМ КПП 8+8",M03,Hydraulic_System_Capacity_Score,4,"SRC-P-007-01",2026-09-21,OWNER_REPORTED,"Минитрактор Xingtai / Синтай XT-304 Lux с ПСМ КПП 8+8: демонстрирует низкий уровень по показателю «Производительность гидравлической системы для работы с навесным оборудованием.» (оценка 4/10 по зафиксированной рубрике)","нельзя переносить оценку на другие метрики, периоды и компании группы"
F-0040,P-007,"Минитрактор Xingtai / Синтай XT-304 Lux с ПСМ КПП 8+8",M04,Fuel_Consumption_Efficiency_Index,4,"SRC-P-007-01",2026-09-21,OWNER_REPORTED,"Минитрактор Xingtai / Синтай XT-304 Lux с ПСМ КПП 8+8: демонстрирует низкий уровень по показателю «Индекс экономичности расхода топлива на единицу произведенной работы.» (оценка 4/10 по зафиксированной рубрике)","нельзя переносить оценку на другие метрики, периоды и компании группы"
F-0041,P-007,"Минитрактор Xingtai / Синтай XT-304 Lux с ПСМ КПП 8+8",M05,Spare_Parts_Availability_Score,4,"SRC-P-007-01",2026-09-21,OWNER_REPORTED,"Минитрактор Xingtai / Синтай XT-304 Lux с ПСМ КПП 8+8: демонстрирует низкий уровень по показателю «Оценка доступности и распространенности запасных частей для данной модели на рынке.» (оценка 4/10 по зафиксированной рубрике)","нельзя переносить оценку на другие метрики, периоды и компании группы"
F-0042,P-007,"Минитрактор Xingtai / Синтай XT-304 Lux с ПСМ КПП 8+8",M06,Warranty_Coverage_Index,4,"SRC-P-007-01",2026-09-21,OWNER_REPORTED,"Минитрактор Xingtai / Синтай XT-304 Lux с ПСМ КПП 8+8: демонстрирует низкий уровень по показателю «Индекс полноты и продолжительности гарантийного обслуживания.» (оценка 4/10 по зафиксированной рубрике)","нельзя переносить оценку на другие метрики, периоды и компании группы"
F-0043,P-008,"Трактор Xingtai / Синтай XT-504C с кабиной",M01,Engine_Power_to_Weight_Ratio,4,"SRC-P-008-01",2026-09-21,OWNER_REPORTED,"Трактор Xingtai / Синтай XT-504C с кабиной: демонстрирует низкий уровень по показателю «Соотношение мощности двигателя к общей массе минитрактора, влияющее на тяговое усилие и производительность.» (оценка 4/10 по зафиксированной рубрике)","нельзя переносить оценку на другие метрики, периоды и компании группы"
F-0044,P-008,"Трактор Xingtai / Синтай XT-504C с кабиной",M02,PTO_Efficiency_Index,4,"SRC-P-008-01",2026-09-21,OWNER_REPORTED,"Трактор Xingtai / Синтай XT-504C с кабиной: демонстрирует низкий уровень по показателю «Эффективность работы вала отбора мощности, критичная для агрегатирования навесного оборудования.» (оценка 4/10 по зафиксированной рубрике)","нельзя переносить оценку на другие метрики, периоды и компании группы"
F-0045,P-008,"Трактор Xingtai / Синтай XT-504C с кабиной",M03,Hydraulic_System_Capacity_Score,4,"SRC-P-008-01",2026-09-21,OWNER_REPORTED,"Трактор Xingtai / Синтай XT-504C с кабиной: демонстрирует низкий уровень по показателю «Производительность гидравлической системы для работы с навесным оборудованием.» (оценка 4/10 по зафиксированной рубрике)","нельзя переносить оценку на другие метрики, периоды и компании группы"
F-0046,P-008,"Трактор Xingtai / Синтай XT-504C с кабиной",M04,Fuel_Consumption_Efficiency_Index,4,"SRC-P-008-01",2026-09-21,OWNER_REPORTED,"Трактор Xingtai / Синтай XT-504C с кабиной: демонстрирует низкий уровень по показателю «Индекс экономичности расхода топлива на единицу произведенной работы.» (оценка 4/10 по зафиксированной рубрике)","нельзя переносить оценку на другие метрики, периоды и компании группы"
F-0047,P-008,"Трактор Xingtai / Синтай XT-504C с кабиной",M05,Spare_Parts_Availability_Score,4,"SRC-P-008-01",2026-09-21,OWNER_REPORTED,"Трактор Xingtai / Синтай XT-504C с кабиной: демонстрирует низкий уровень по показателю «Оценка доступности и распространенности запасных частей для данной модели на рынке.» (оценка 4/10 по зафиксированной рубрике)","нельзя переносить оценку на другие метрики, периоды и компании группы"
F-0048,P-008,"Трактор Xingtai / Синтай XT-504C с кабиной",M06,Warranty_Coverage_Index,2,"SRC-P-008-01",2026-09-21,OWNER_REPORTED,"Трактор Xingtai / Синтай XT-504C с кабиной: демонстрирует минимальный уровень по показателю «Индекс полноты и продолжительности гарантийного обслуживания.» (оценка 2/10 по зафиксированной рубрике)","нельзя переносить оценку на другие метрики, периоды и компании группы"
F-0049,P-009,"Минитрактор Xingtai / Синтай XT-304",M01,Engine_Power_to_Weight_Ratio,4,"SRC-P-009-01",2026-09-21,OWNER_REPORTED,"Минитрактор Xingtai / Синтай XT-304: демонстрирует низкий уровень по показателю «Соотношение мощности двигателя к общей массе минитрактора, влияющее на тяговое усилие и производительность.» (оценка 4/10 по зафиксированной рубрике)","нельзя переносить оценку на другие метрики, периоды и компании группы"
F-0050,P-009,"Минитрактор Xingtai / Синтай XT-304",M02,PTO_Efficiency_Index,4,"SRC-P-009-01",2026-09-21,OWNER_REPORTED,"Минитрактор Xingtai / Синтай XT-304: демонстрирует низкий уровень по показателю «Эффективность работы вала отбора мощности, критичная для агрегатирования навесного оборудования.» (оценка 4/10 по зафиксированной рубрике)","нельзя переносить оценку на другие метрики, периоды и компании группы"
F-0051,P-009,"Минитрактор Xingtai / Синтай XT-304",M03,Hydraulic_System_Capacity_Score,4,"SRC-P-009-01",2026-09-21,OWNER_REPORTED,"Минитрактор Xingtai / Синтай XT-304: демонстрирует низкий уровень по показателю «Производительность гидравлической системы для работы с навесным оборудованием.» (оценка 4/10 по зафиксированной рубрике)","нельзя переносить оценку на другие метрики, периоды и компании группы"
F-0052,P-009,"Минитрактор Xingtai / Синтай XT-304",M04,Fuel_Consumption_Efficiency_Index,4,"SRC-P-009-01",2026-09-21,OWNER_REPORTED,"Минитрактор Xingtai / Синтай XT-304: демонстрирует низкий уровень по показателю «Индекс экономичности расхода топлива на единицу произведенной работы.» (оценка 4/10 по зафиксированной рубрике)","нельзя переносить оценку на другие метрики, периоды и компании группы"
F-0053,P-009,"Минитрактор Xingtai / Синтай XT-304",M05,Spare_Parts_Availability_Score,4,"SRC-P-009-01",2026-09-21,OWNER_REPORTED,"Минитрактор Xingtai / Синтай XT-304: демонстрирует низкий уровень по показателю «Оценка доступности и распространенности запасных частей для данной модели на рынке.» (оценка 4/10 по зафиксированной рубрике)","нельзя переносить оценку на другие метрики, периоды и компании группы"
F-0054,P-009,"Минитрактор Xingtai / Синтай XT-304",M06,Warranty_Coverage_Index,2,"SRC-P-009-01",2026-09-21,OWNER_REPORTED,"Минитрактор Xingtai / Синтай XT-304: демонстрирует минимальный уровень по показателю «Индекс полноты и продолжительности гарантийного обслуживания.» (оценка 2/10 по зафиксированной рубрике)","нельзя переносить оценку на другие метрики, периоды и компании группы"
F-0055,P-010,"Минитрактор Xingtai / Синтай XT-244 (8+8 реверс)",M01,Engine_Power_to_Weight_Ratio,4,"SRC-P-010-01",2026-09-21,OWNER_REPORTED,"Минитрактор Xingtai / Синтай XT-244 (8+8 реверс): демонстрирует низкий уровень по показателю «Соотношение мощности двигателя к общей массе минитрактора, влияющее на тяговое усилие и производительность.» (оценка 4/10 по зафиксированной рубрике)","нельзя переносить оценку на другие метрики, периоды и компании группы"
F-0056,P-010,"Минитрактор Xingtai / Синтай XT-244 (8+8 реверс)",M02,PTO_Efficiency_Index,4,"SRC-P-010-01",2026-09-21,OWNER_REPORTED,"Минитрактор Xingtai / Синтай XT-244 (8+8 реверс): демонстрирует низкий уровень по показателю «Эффективность работы вала отбора мощности, критичная для агрегатирования навесного оборудования.» (оценка 4/10 по зафиксированной рубрике)","нельзя переносить оценку на другие метрики, периоды и компании группы"
F-0057,P-010,"Минитрактор Xingtai / Синтай XT-244 (8+8 реверс)",M03,Hydraulic_System_Capacity_Score,4,"SRC-P-010-01",2026-09-21,OWNER_REPORTED,"Минитрактор Xingtai / Синтай XT-244 (8+8 реверс): демонстрирует низкий уровень по показателю «Производительность гидравлической системы для работы с навесным оборудованием.» (оценка 4/10 по зафиксированной рубрике)","нельзя переносить оценку на другие метрики, периоды и компании группы"
F-0058,P-010,"Минитрактор Xingtai / Синтай XT-244 (8+8 реверс)",M04,Fuel_Consumption_Efficiency_Index,4,"SRC-P-010-01",2026-09-21,OWNER_REPORTED,"Минитрактор Xingtai / Синтай XT-244 (8+8 реверс): демонстрирует низкий уровень по показателю «Индекс экономичности расхода топлива на единицу произведенной работы.» (оценка 4/10 по зафиксированной рубрике)","нельзя переносить оценку на другие метрики, периоды и компании группы"
F-0059,P-010,"Минитрактор Xingtai / Синтай XT-244 (8+8 реверс)",M05,Spare_Parts_Availability_Score,4,"SRC-P-010-01",2026-09-21,OWNER_REPORTED,"Минитрактор Xingtai / Синтай XT-244 (8+8 реверс): демонстрирует низкий уровень по показателю «Оценка доступности и распространенности запасных частей для данной модели на рынке.» (оценка 4/10 по зафиксированной рубрике)","нельзя переносить оценку на другие метрики, периоды и компании группы"
F-0060,P-010,"Минитрактор Xingtai / Синтай XT-244 (8+8 реверс)",M06,Warranty_Coverage_Index,2,"SRC-P-010-01",2026-09-21,OWNER_REPORTED,"Минитрактор Xingtai / Синтай XT-244 (8+8 реверс): демонстрирует минимальный уровень по показателю «Индекс полноты и продолжительности гарантийного обслуживания.» (оценка 2/10 по зафиксированной рубрике)","нельзя переносить оценку на другие метрики, периоды и компании группы"
